wav_filename,length,transcript
extracted/M_19_17/03-m_19_17.wav,612908,  a  quando poi c' era un bambino che tornava con la sacca della spesa e un palloncino in mano
extracted/M_27_18/14-m_27_18.wav,778796,  ra poi c' a il cane che nota ilsa  il sacchetto di salsicce e voleva mangiare le salsicce e allora lo prende ele  e se le
extracted/M_28_18/08-m_28_18.wav,357164,  atte
extracted/M_24_18/5-m_24_18.wav,774188,  lora il bambino lascia andare il palloncino e dopo andaaripre  cerca di andare a riprenderlo percha era finito su un albero
extracted/Y_7_19/10-y_7_19.wav,594476,   bambino si  era spaventato
extracted/Y_2_18/1-y_2_18.wav,794924,  e c' era un topo e un cane
extracted/M_19_17/05-m_19_17.wav,612908,  lo vide
extracted/M_16_18/02-m_16_18.wav,541484,  i il cane faceva un salto pertrovareil  per cacciare il topo
extracted/Y_2_18/3-y_2_18.wav,794924,   il topo si a 
extracted/M_24_18/8-m_24_18.wav,774188,  ntre il cane anche lui felice mangiava le salsicce
extracted/Y_15_18/7-y_15_18.wav,1011500,  il bambino fece un balzo per prendere il palloncino e alla fine ce la fece
extracted/M_34_17/04-m_34_17.wav,516140,  po il bambino vise il cane che voleva prendere il topolino ma non ce la fece e sbatta la testa su un albero
extracted/M_17_17/8-m_17_17.wav,1018412,  ha preso il palloncino mentre ilca  il cane si stava mangiado tutte le salsicce
extracted/Y_15_18/5-y_15_18.wav,1011500,   bambino per lo spavento aveva  aveva lasciato il palloncino che si aggroviglia tra i rami dell' albero e decise di riprenderlo
extracted/M_18_17/1-m_18_17.wav,1202732,  lora il cane a un cane giocherellone che vedeva il topo seduto vicino a un albero e lo voleva prendere
extracted/Y_15_18/6-y_15_18.wav,1011500,  tanto il cane aveva visto il sacchetto pieno di salsicce e pensa che era molto buono
extracted/Y_9_18/9-y_9_18.wav,921644,  i il bambino ha preso il suo palloncino e il cane a soddisfatto percha ha mangiato le salsicce
extracted/Y_2_19/2-y_2_19.wav,1004588,  i cercava di prenderlo ma il topo a scappato e il cane ha pestato la testa contro l' albero
extracted/M_48_17/1-m_48_17.wav,822572,   era un  una volta un cane che vedendo un topo cerca di prenderlo pera il cane era troppo lento e quindi il topo riusca a
extracted/M_21_17/7-m_21_17.wav,592172,  nsa quanto sarebbero buone quelle salsicce
extracted/M_19_17/01-m_19_17.wav,612908,   giorno c' era un cane giocherellone che vide un topo seduto vicino un albero
extracted/M_37_18/3-m_37_18.wav,665900,  ando  epoi  quandoilbamb  ilbam  quando il bambino vide il cane e non riusca a prendere il topo percha anda
extracted/Y_8_19/2-y_8_19.wav,605996,  poi  e il cane stava per cacciare il topo ma poi ha sbattuto la testa sul  sull' albero
extracted/Y_3_19/1-y_3_19.wav,963116,   giorno un cane vide un topo e lo rincorse
extracted/Y_13_18/4-y_13_18.wav,649772,   bambino allegro dietro vide il cane che si era fatto male e molla il palloncino e gli vola via
extracted/M_21_18/1-m_21_18.wav,665900,  lora il cane ha visto un topo e lo vuole prendere
extracted/M_21_17/4-m_21_17.wav,592172,  poi il cane sifamale  si fa male e  e lui voleva riprendere il palloncino
extracted/M_29_18/09-m_29_18.wav,495404,  po che lo prese si accorse che il cane abbe  ebbe mangiato tutte le sue salsicce
extracted/Y_18_19/4-y_18_19.wav,707372,   bambino dallo spavento lascia volare via il suo palloncino e lascia cadere a terra la sua busta piena di salsicce
extracted/M_11_17/4-m_11_17.wav,709676,  vide il cane cercando  cercava  che cercava di prendere il topo
extracted/M_27_18/13-m_27_18.wav,778796,  i a molto soddisfatto
extracted/M_22_18/12-m_22_18.wav,679724,  il cane le ha viste le  le ha tirate fuori e le ha mangiate tutte anche lui sod  molto soddisfatto
extracted/M_12_17/05-m_12_17.wav,661292,  si a spaventa
extracted/Y_2_18/7-y_2_18.wav,794924,   cane aveva pensato di mangiare le salsicce
extracted/M_26_18/08-m_26_18.wav,718892,  lora il bambino salta per riprendersi il palloncino
extracted/M_11_17/3-m_11_17.wav,709676,   bambino allegro prese dalla spesa un pacco di salsicce e un palloncino
extracted/Y_27_17/08-y_27_17.wav,555308,   bambino volle prendere il palloncino
extracted/Y_30_19/06-y_30_19.wav,516140,   bambino si spaventa e molla il palloncino giallo che si impiglia in un albero
extracted/Y_14_18/10-y_14_18.wav,594476,  ca  il bambino si arrampica per riprendere il suo palloncino
extracted/Y_28_19/4-y_28_19.wav,483884,   cane si era fatto male e il topo era scappato intanto
extracted/M_20_18/09-m_20_18.wav,753452,   cane poi ha visto le salcicce e le ha mangiate
extracted/Y_7_18/03-y_7_18.wav,605996,   cane prova a prendere il topo
extracted/Y_11_18/5-y_11_18.wav,760364,  ando vide che il cane si scontra contro l' albero fece volare via ilpallonci  il palloncino per lo spavento
extracted/M_28_18/21-m_28_18.wav,357164,   era soddisfatto
extracted/M_33_17/06-m_33_17.wav,665900,   no dice il bambino e decide di riprenderselo
extracted/M_34_18/03-m_34_18.wav,619820,   cane salta per prendere il topo
extracted/Y_11_18/3-y_11_18.wav,760364,  il cane si prese un colpo contro l' albero
extracted/M_34_18/02-m_34_18.wav,619820,  ando il cane salt 
extracted/M_34_17/07-m_34_17.wav,516140,   prese un colpo e lascia andare il palloncino sull' albero
extracted/Y_30_19/01-y_30_19.wav,513836,   era una volta un cane giocherellone che vide un topo seduto
extracted/Y_6_19/5-y_6_19.wav,1481516,   ragazzo poi prese il suo palloncino e fu felice di riabbracciarlo
extracted/M_19_18/1-m_19_18.wav,596780,   cane ha visto un topo che era vicino all' albero
extracted/M_21_17/8-m_21_17.wav,592172,    lui cercava di prenderlo intanto lui lo mangiava
extracted/M_15_17/07-m_15_17.wav,619820,   fatto volare il palloncino e poi cosa succede
extracted/Y_12_19/7-y_12_19.wav,536876,  po l' ha preso
extracted/M_15_17/08-m_15_17.wav,619820,  ragazzi  il ragazzino cerca di prendere il palloncino e ce la face
extracted/M_7_17/3-m_7_17.wav,610604,  i  poi si va a schiantare contro l' albero e il topolino riesce a scappare
extracted/M_43_17/4-m_43_17.wav,1175084,   cane era quasi vicino a  al topo ma iltopofu  il topo fu troppo pia veloce del cane e il cane sbatta con la testa contro
extracted/Y_9_18/4-y_9_18.wav,921644,  tanto arriva un bambino con un palloncino giallo e delle salsicce nella borsa della spesa
extracted/M_42_17/5-m_42_17.wav,1163564,  indi poi il bambino facaderelesal  lascia a terra il sacchetto con le salsicce
extracted/M_22_18/01-m_22_18.wav,679724,  e il cane ha visto il topo che era seduto
extracted/Y_30_19/04-y_30_19.wav,516140,  l frattempo passava un bambino felice che era appena tornato dalla spesa con una borsa di salsicce e un palloncino giallo
extracted/M_49_17/3-m_49_17.wav,592172,  ra il cane non a stato troppo veloce e stava arrivando un bambino con la spesa e un palloncino in mano
extracted/Y_2_18/8-y_2_18.wav,794924,  i il bambino salta inal  in alto e poi era felice di aver recuperato il suo amato palloncino
extracted/M_18_17/3-m_18_17.wav,1202732,   bambino si spaventa e il palloncino volava via
extracted/M_11_17/8-m_11_17.wav,709676,  lora faccio un salto per riprenderselo
extracted/M_12_17/02-m_12_17.wav,661292,   era il cane che voleva prendere un topo che a molto dispettoso
extracted/M_8_17/05-m_8_17.wav,523052,  oi che cambi ok
extracted/Y_15_18/8-y_15_18.wav,1011500,  nel frattempo il cane si era mangiato direttamente tutte le salsicce
extracted/M_22_18/11-m_22_18.wav,679724,  il bambino riesce a prendere il palloncino saltando
extracted/Y_32_17/04-y_32_17.wav,470060,   topo riusca a scappare e il cane sbatta la testa contro il tronco
extracted/M_33_18/01-m_33_18.wav,525356,   giorno un cane vide un topo seduto vicino a un albero e fece un salto per prenderlo
extracted/Y_2_17/3-y_2_17.wav,286892,  i cosa succede
extracted/Y_11_19/05-y_11_19.wav,532268,  iltopo  e il bambino si preoccupa
extracted/Y_11_19/07-y_11_19.wav,532268,  poi  e poi decise di riprenderselo
extracted/Y_13_18/6-y_13_18.wav,649772,   cane le vide e le mangia tutte mentre il bambino tirava gia il palloncino dall' albero
extracted/M_33_18/06-m_33_18.wav,525356,   bambino si spaventa un po'
extracted/Y_8_19/7-y_8_19.wav,605996,  poi il cane si a mangiato le salsicce
extracted/M_23_18/4-m_23_18.wav,633644,   vorrebbe prendere fa  fa un salto e il bambino lo  torna dalla spesa e vede il cane chevoleva  che stava prendendo il
extracted/M_58_17/4-m_58_17.wav,783404,  lora il bambino si spaventa e il suo palloncino vola in cima a un albero
extracted/Y_31_17/3-y_31_17.wav,571436,  lora lo insegua percha voleva prenderlo e il topo intanto scappava
extracted/M_26_18/09-m_26_18.wav,718892,   bambino era molto soddisfa  soddisfatto per riavere il palloncino
extracted/Y_8_19/2-y_8_19.wav,605996,  poi  e il cane stava per cacciare il topo ma poi ha sbattuto la testa sul  sull' albero
extracted/M_7_17/7-m_7_17.wav,610604,   un bel salto e lo riesce a riprendere
extracted/M_15_17/02-m_15_17.wav,619820,  sa il cane vede il topo
extracted/Y_15_18/6-y_15_18.wav,1011500,  tanto il cane aveva visto il sacchetto pieno di salsicce e pensa che era molto buono
extracted/M_49_17/8-m_49_17.wav,592172,  ntre il bambino fece un salto in aria per prendere il palloncino il cane raggiunse la borsa
extracted/M_29_18/07-m_29_18.wav,495404,  i fece di nuovo cosa
extracted/M_24_18/5-m_24_18.wav,774188,  lora il bambino lascia andare il palloncino e dopo andaaripre  cerca di andare a riprenderlo percha era finito su un albero
extracted/Y_3_19/5-y_3_19.wav,963116,  i voleva recuperarlo quindi ha lasciato per terra le sue salsicce
extracted/M_35_17/6-m_35_17.wav,555308,  ando il bambino 
extracted/M_46_17/04-m_46_17.wav,893996,   cane continua a rincorrere il topo e cerca di andare dentro all' albero
extracted/Y_10_19/5-y_10_19.wav,497708,    ha fatto un grande salto e a riuscito a riprenderlo
extracted/M_24_18/2-m_24_18.wav,774188,  lora lo voleva prendere quindi salta
extracted/Y_8_19/6-y_8_19.wav,605996,  poi il bambino si a ripreso il palloncino
extracted/M_12_17/05-m_12_17.wav,661292,  si a spaventa
extracted/Y_14_18/09-y_14_18.wav,594476,  tanto il cane vide il sacchetto con le salsicce
extracted/Y_3_18/3-y_3_18.wav,921644,   cane si fece male
extracted/Y_29_19/6-y_29_19.wav,1011500,  ando il bambino anda a riprendere illupal  il suo palloncino molla la sua borsa
extracted/Y_25_19/3-y_25_19.wav,808748,   ragazzo per la sorpresa molla il palloncino che si incastra fra gli alberi e molla anche il sacchetto di salsicce che aveva
extracted/Y_32_17/10-y_32_17.wav,470060,  ando il bambino le aveva prese il cane avrebbegia  ha  hagiamangiato  aveva gia mangiato tutte le salsicce
extracted/Y_31_17/7-y_31_17.wav,571436,   bambino cerca di riprendere il palloncino che si era incastrato nell' albero ma intanto il cane aveva visto le salsicce
extracted/Y_26_19/11-y_26_19.wav,513836,  poi il bambino era felice di tenere le salsicce in mano
extracted/M_46_17/11-m_46_17.wav,893996,    il bambino ha preso il suo palloncino ma il cane ha deciso di mangiarsi le salsicce ed a soddisfatto
extracted/Y_2_19/3-y_2_19.wav,1004588,  poi men  c'era il bambino che camminava con la spesa con le salsicce e dallo spavento il palloncino vola via
extracted/M_30_18/09-m_30_18.wav,500012,  il cane intanto era  aveva visto le salcicce che aveva lasciato il bambino nella  nella cesta
extracted/M_44_17/6-m_44_17.wav,974636,  ando lui lo ha preso lo ha abbracciato forte e il cane stava mangiando tutte le salcizze
extracted/M_48_17/5-m_48_17.wav,822572,   il cane vedendo quello che c' era dentro la spesa si incuriosa e decise di vedere cos' era
extracted/Y_50_17/4-y_50_17.wav,900908,   percha lui aveva un palloncino giallo e delle salsicce in mano nel sacchetto
extracted/M_21_18/1-m_21_18.wav,665900,  lora il cane ha visto un topo e lo vuole prendere
extracted/Y_11_18/4-y_11_18.wav,760364,  poi intanto passava un bambino e questo bambino teneva in mano un sacchetto di salsicce e un palloncino
extracted/M_22_18/03-m_22_18.wav,679724,   bambino stava tornando con il sacco delle salsicce e  e il palloncino
extracted/M_7_17/6-m_7_17.wav,610604,  il bambino prova a riprendere il palloncino
extracted/M_35_17/7-m_35_17.wav,555308,   bambino ha fatto un grande salto e riusca a prenderlo
extracted/Y_24_17/07-y_24_17.wav,875564,  ntre il cane mangiava le salsicce che aveva comprato
extracted/M_36_18/9-m_36_18.wav,610604,  il cane era anche molto felice percha aveva le salsicce
extracted/M_20_17/7-m_20_17.wav,746540,  ne l' ha preso ma ilcaneprende  il cane pr  intanto pr  vide il sacco con le salsicce e decise di prenderlo
extracted/M_30_18/08-m_30_18.wav,500012,  cise di prenderlo
extracted/M_48_17/2-m_48_17.wav,822572,   bambino vede la scena si spaventa e per sbaglio lascia il palloncino che vola in mezzo a due rami di un albero
extracted/M_37_18/6-m_37_18.wav,665900,  indi epoi  mentre il bambino si ripiglia il palloncino lui mangia le salsicce
extracted/M_17_18/10-m_17_18.wav,762668,   il cane pre  mangia le salcicce
extracted/M_23_17/05-m_23_17.wav,301868,  me cosa
extracted/M_21_17/2-m_21_17.wav,592172,  i il bambino passa conuna  con un sacchetto di sal 
extracted/M_33_18/08-m_33_18.wav,525356,  i il bambino lascia la busta di salsicce a terra e decise di prendere il palloncino
extracted/M_35_18/8-m_35_18.wav,571436,  il cane le vede la per ter 
extracted/M_20_18/07-m_20_18.wav,753452,  il palloncino s  glivo  glia volato via dalle mani
extracted/M_22_18/02-m_22_18.wav,679724,   fatto un salto per prenderlo
extracted/M_49_17/4-m_49_17.wav,592172,   bambino lasc  spaventato lascia volare via il palloncino
extracted/M_48_17/3-m_48_17.wav,822572,   pallonc 
extracted/M_23_17/14-m_23_17.wav,301868,  ay
extracted/M_34_17/01-m_34_17.wav,516140,  lora c' era una volta un cane che era giocherellone e vise un topolino
extracted/Y_4_18/03-y_4_18.wav,1043756,  no la devi raccontare tu
extracted/Y_12_19/2-y_12_19.wav,536876,   topo si a infilato dentro al  all' albero
extracted/Y_25_19/1-y_25_19.wav,808748,   giorno un bambino stavaritornando  stava ritornando da un posto e vede un cane che stava giocando a rincorrere un topo
extracted/M_16_17/02-m_16_17.wav,778796,   cane corse vicino al topo e l  il topo fugga nell' albero
extracted/M_19_17/06-m_19_17.wav,612908,  i il cane si schianta sul tronco dell' albero invece il topo riusca a stare sano e salvo
extracted/M_57_17/3-m_57_17.wav,698156,  po pera a  era arrivato un bambino con la spesa e con un palloncino
extracted/Y_11_19/08-y_11_19.wav,532268,  poi alla fine ce l' ha fatta e il cane era soddisfatto
extracted/Y_31_17/9-y_31_17.wav,571436,  quando ce le aveva in mano stavaproprio  era proprio soddi  soddisfatto percha li stava mangiando
extracted/M_26_18/02-m_26_18.wav,718892,   era un bambino che tornava dalla spesa con il sacchetto con le sal  salsicce e il palloncino in mano
extracted/Y_28_19/1-y_28_19.wav,483884,  lora il cane voleva prendere il topo pera il topo a scappato via e il cane a sbattuto contro l' albero
extracted/Y_27_19/4-y_27_19.wav,619820,   cane non riusca a prendere il topo e batta la testa sopra il tronco
extracted/M_36_17/1-m_36_17.wav,709676,   cane giocherellone aveva visto un topo vicino a un albero
extracted/M_28_18/11-m_28_18.wav,357164,  atte contro l' albero
extracted/M_36_17/7-m_36_17.wav,709676,   bambino riusca a prendere il palloncino e il cane si mangia le salsicce
extracted/Y_5_18/6-y_5_18.wav,1043756,  il cane riusca a inghiottirsi tutte le salsicce
extracted/Y_26_17/7-y_26_17.wav,658988,  dopo il cane mangia tutte le salsicce ghiottamente
extracted/M_14_17/6-m_14_17.wav,797228,  tanto il cane ha  aveva visto le salsicce
extracted/Y_31_17/8-y_31_17.wav,571436,  ando il bambino fece un salto per prendere il palloncino il cane le stava per mangiare
extracted/Y_7_19/08-y_7_19.wav,594476,  sa succede hai detto che il cane fa un salto non lo prese e poi
extracted/Y_4_19/03-y_4_19.wav,963116,  intanto un bambino con la spesa tornato dal supermercato vide il cane che stava acchiappando il topolino
extracted/M_46_17/02-m_46_17.wav,893996,   topo cerca di scappare e si infila in un albero
extracted/M_30_18/09-m_30_18.wav,500012,  il cane intanto era  aveva visto le salcicce che aveva lasciato il bambino nella  nella cesta
extracted/Y_5_19/9-y_5_19.wav,707372,  alla fine era soddisfatto
extracted/M_37_18/4-m_37_18.wav,665900,  i vola di mano il palloncino che rimase incastrato sull' albero
extracted/Y_9_19/6-y_9_19.wav,852524,  alla fine ce l' ha fatta
extracted/M_25_18/08-m_25_18.wav,405548,  i 
extracted/M_28_18/01-m_28_18.wav,357164,   era una volta un cane giocherellone che vide un topo seduto vicino all' albero e decise di prenderlo
extracted/M_35_18/5-m_35_18.wav,571436,   bambinospaventato  si spaventa e il palloncino vola via dalla sua mano
extracted/Y_32_17/03-y_32_17.wav,470060,  topo  e il topo entra nell' albero
extracted/M_46_17/09-m_46_17.wav,893996,   bambino s'a  si  si arrem  si arrampica sull'albero e prende il suo palloncino
extracted/M_43_17/7-m_43_17.wav,1175084,  i il bambino riusca a prendere il palloncino e cosa furono tutti felici
extracted/M_33_17/02-m_33_17.wav,665900,  rcha a appena tornato dalla spesa e ha delle salsicce nella busta della spesa e anche in mano un palloncino
extracted/Y_9_18/3-y_9_18.wav,921644,   cane vuole prendere il topo e fa un balzo e fa spaventare il topo e farlo andare via nelsu  nella sua tana
extracted/M_21_17/1-m_21_17.wav,592172,   era un cane x siins  inseguiva un topo
extracted/Y_26_19/01-y_26_19.wav,511532,   era un cane giocherellone chevolevamangiareun  che aveva visto un topo e lovolevamangiarecioa  lo
extracted/M_20_18/01-m_20_18.wav,753452,   era una volta un cane che 
extracted/Y_13_18/2-y_13_18.wav,649772,  oi guardare le vignette
extracted/M_36_17/2-m_36_17.wav,709676,   cane fece un balzo per provare a prenderlo ma non riusca a prenderlo percha il topo fu pia svelto di lui
extracted/Y_2_17/7-y_2_17.wav,286892,  allora il  il  lui pren  prende x palloncino e il cane prendeva le salsicce
extracted/M_16_17/06-m_16_17.wav,778796,   cane ve  vide ilsa  il sacchetto della spesa con dentro le salsicce
extracted/M_25_18/12-m_25_18.wav,405548,  poi dopo aandato  ha lasciato le salsicce e il cane prese le salsicce e dopo va a prenderle
extracted/M_27_18/07-m_27_18.wav,778796,  per  e il cagnolino sbatte contro un albero
extracted/M_12_17/10-m_12_17.wav,661292,  sto il bambino che ha saltato ha preso il palloncino
extracted/M_18_17/2-m_18_17.wav,1202732,   il cane f  era  faceva troppo tardi e sbatteva la testa l' albero
extracted/Y_11_18/5-y_11_18.wav,760364,  ando vide che il cane si scontra contro l' albero fece volare via ilpallonci  il palloncino per lo spavento
extracted/M_58_17/3-m_58_17.wav,783404,  vide il cane che sbatta la testa contro un albero perchail  percha non riusca ad acchiappare il topo che a stato troppo veloce
extracted/Y_8_19/4-y_8_19.wav,605996,  poi il bambino stava per prenderlo
extracted/Y_29_19/4-y_29_19.wav,1011500,  ando il bambino vide il cane si spaventa quindi molla il palloncino che si incastra in un albero
extracted/M_57_17/1-m_57_17.wav,698156,   giorno c' era un cane che aveva visto un topo e il cane che era giocherellone voleva prendere il topo
extracted/M_33_17/05-m_33_17.wav,665900,   bambino si spaventa e il palloncino vola via dalla sua mano
extracted/M_16_18/09-m_16_18.wav,541484,   bambino losa  stava per andare a recuperare e il cane stava mangiando le salsicce
extracted/M_32_18/10-m_32_18.wav,831788,  basta finito
extracted/M_28_18/12-m_28_18.wav,357164,  i c' era un bambino che stava camminando con la borsa del  della spesa con dentro delle salsicce e un palloncino in mano
extracted/Y_27_17/12-y_27_17.wav,555308,  a volta che il bambino prese il palloncino il cane mangia tutte le salsicce
extracted/Y_25_19/4-y_25_19.wav,808748,   cane dopo essersi ripreso anda dal  al sacchetto delle salsicce e se le mangia tutte
extracted/Y_10_19/2-y_10_19.wav,497708,  po entra nell' albero ma il topo era gia scappato
extracted/M_22_18/03-m_22_18.wav,679724,   bambino stava tornando con il sacco delle salsicce e  e il palloncino
extracted/M_35_18/3-m_35_18.wav,571436,  etro di lui c' era un bambino allegro con un palloncino e delle salsicce prese dal supermercato
extracted/Y_14_18/06-y_14_18.wav,594476,   topo era pia veloce quindi scappa e il cane sba  sba  sbatta  ha sbattuto la testa sul tronco
extracted/Y_18_19/5-y_18_19.wav,707372,  cane  il bambino cerca di riprenderlo
extracted/M_46_17/03-m_46_17.wav,893996,  l frattempo arriva un bambino con un palloncino in mano e una borsa della spesa con dentro delle salsicce
extracted/Y_32_17/10-y_32_17.wav,470060,  ando il bambino le aveva prese il cane avrebbegia  ha  hagiamangiato  aveva gia mangiato tutte le salsicce
extracted/M_34_18/07-m_34_18.wav,619820,  lascia le salsicce per terra
extracted/Y_2_19/6-y_2_19.wav,1004588,  ilcaneallostessocioa  il cane prese le salsicce
extracted/Y_9_18/6-y_9_18.wav,921644,  il bambino grida no il mio palloncino
extracted/M_35_18/3-m_35_18.wav,571436,  etro di lui c' era un bambino allegro con un palloncino e delle salsicce prese dal supermercato
extracted/M_21_17/1-m_21_17.wav,592172,   era un cane x siins  inseguiva un topo
extracted/M_19_18/3-m_19_18.wav,596780,  il bambino che a preoccupato eleavev  e il palloncino gli a scappato dalla mano
extracted/M_21_18/4-m_21_18.wav,665900,  i il  non  non l' ha preso a andato a sbattere contro l' albero
extracted/Y_13_18/3-y_13_18.wav,649772,  decise di provare a prenderlo solocheiltopoglisfugga  solo che il topo gli sfugga
extracted/Y_15_19/2-y_15_19.wav,836396,  ilsu  e il bambino si spaventa e il suo palloncino vola in aria
extracted/Y_7_18/07-y_7_18.wav,605996,  petta aspetta che passano poi riprensiamo
extracted/Y_14_18/02-y_14_18.wav,594476,  ello che hai detto tranquilla andiamo avanti
extracted/Y_4_19/07-y_4_19.wav,963116,   bambino voleva riprendersi il palloncino e il cane vide le salsicce nel sacchetto
extracted/Y_5_17/7-y_5_17.wav,263852,  il bambino ha ripreso il palloncino
extracted/M_29_18/09-m_29_18.wav,495404,  po che lo prese si accorse che il cane abbe  ebbe mangiato tutte le sue salsicce
extracted/Y_9_19/6-y_9_19.wav,852524,  alla fine ce l' ha fatta
extracted/M_29_18/06-m_29_18.wav,495404,  il palloncino vola via
extracted/M_20_18/06-m_20_18.wav,753452,  po il bambino si spaventa percha il cane bat  batta la testa e il topo era molto pia veloce
extracted/Y_31_19/4-y_31_19.wav,792620,   cane non fece in tempo per prendere il topo percha scappa via e ha sbattuto la testa contro l' albero e si a fatto male
extracted/Y_8_18/5-y_8_18.wav,827180,  il bambino ha detto oh no
extracted/M_30_18/04-m_30_18.wav,500012,  poi  e il bambino intanto si incamminava
extracted/M_21_17/5-m_21_17.wav,592172,  il cane aveva detto comes 
extracted/Y_32_17/04-y_32_17.wav,470060,   topo riusca a scappare e il cane sbatta la testa contro il tronco
extracted/Y_7_19/04-y_7_19.wav,594476,  ce un salto
extracted/Y_12_19/7-y_12_19.wav,536876,  po l' ha preso
extracted/M_36_18/5-m_36_18.wav,610604,  i il bambino prova a riprendersi il palloncino
extracted/M_33_18/08-m_33_18.wav,525356,  i il bambino lascia la busta di salsicce a terra e decise di prendere il palloncino
extracted/M_17_18/03-m_17_18.wav,762668,   topo fu cosa veloce e il cane f  fece un salto enon  e non riusca a prenderlo
extracted/Y_14_19/07-y_14_19.wav,905516,  i il ragazzino ha preso il suo palloncino dall' albero
extracted/Y_9_19/5-y_9_19.wav,852524,   bambino l' aveva visto e il palloncino gli a volato nell' albero e voleva riprenderlo
extracted/M_19_17/04-m_19_17.wav,612908,  lovede  e lo vide 
extracted/M_34_18/07-m_34_18.wav,619820,  lascia le salsicce per terra
extracted/Y_4_19/01-y_4_19.wav,960812,   era un giorno che un cane vide un topo vicino a un albero
extracted/M_16_17/05-m_16_17.wav,778796,  i c'a  vuole  vuole cercare di riprenderselo
extracted/Y_32_17/07-y_32_17.wav,470060,   bambino fece un salto per prenderlo
extracted/M_17_18/01-m_17_18.wav,762668,   cane aveva visto un topo e lo stava rincorrendo
extracted/M_48_17/3-m_48_17.wav,822572,   pallonc 
extracted/M_57_17/2-m_57_17.wav,698156,   era 
extracted/Y_6_19/3-y_6_19.wav,1481516,   bambino che aveva appena fatto la spesa e aveva in una borsa delle salsicce si spaventa e il suo palloncino
extracted/M_18_17/4-m_18_17.wav,1202732,  po lo cercava di riprendere
extracted/M_49_17/9-m_49_17.wav,592172,   bambino era molto felice di avere ripreso il suo palloncino pera aveva perso le sue salcicce
extracted/Y_4_19/06-y_4_19.wav,963116,  l ramo di un albero
extracted/Y_27_19/2-y_27_19.wav,619820,  ceungrandebal  e fece un grande balzo per prenderlo
extracted/Y_24_19/4-y_24_19.wav,852524,  indi lascia andare il palloncino che si incastra tra gli alberi
extracted/M_29_18/08-m_29_18.wav,495404,  lascia le salsicce e decise di raccogliere il palloncino
extracted/M_44_17/3-m_44_17.wav,974636,   cane non fu abbastanza veloce da prendere il topo che sbatta la testa contro il  l' albero
extracted/Y_14_19/04-y_14_19.wav,905516,   topo si aveva nascosto pera il bambino disse oh no il mio palloncino a sull' albero
extracted/Y_3_19/3-y_3_19.wav,963116,  dopo il cane a andato a sbattere controil  contro l' albero
extracted/M_22_18/08-m_22_18.wav,679724,  i a scappato il palloncino e il cane si a fatto male
extracted/M_7_17/6-m_7_17.wav,610604,  il bambino prova a riprendere il palloncino
extracted/M_11_17/2-m_11_17.wav,709676,   bambino tornato dalla spesa che ha comprato 
extracted/M_43_17/5-m_43_17.wav,1175084,   bambino si spaventa e il palloncino vola via dalla sua mano e si impiglia inun  nell'albero  nei rami dell' albero
extracted/Y_14_18/03-y_14_18.wav,594476,  lo voleva acchiappare
extracted/M_15_17/09-m_15_17.wav,619820,   cane vide le salcicce
extracted/M_16_18/10-m_16_18.wav,541484,   bambino le ha recuperate pera non si a accorto che il cane le stava mangiando
extracted/M_18_18/3-m_18_18.wav,1129004,  il  il cane aveva visto le salsicce
extracted/M_35_18/9-m_35_18.wav,571436,   bambino salta per prendere il palloncino e ci riusca e il cane soddisfatto prese tutte le salsicce
extracted/M_49_17/1-m_49_17.wav,592172,  lora c' era questo cane che vide un topo
extracted/M_36_18/4-m_36_18.wav,610604,  il ragazzo si spaventa e fa  il palloncino le scappa dalle mani
extracted/M_15_17/04-m_15_17.wav,619820,   cane lo rincorre
extracted/Y_26_17/2-y_26_17.wav,658988,   dopo c' a il bambino con le salsicce dentro il sacchetto del bambino
extracted/Y_5_19/6-y_5_19.wav,707372,  il cane quindi le prese e le inghiotta
extracted/M_25_18/01-m_25_18.wav,405548,  lora c' era un cane che ha visto un topo seduto all'alber  vicinoall'albero  vicino al 
extracted/M_12_17/11-m_12_17.wav,661292,  poi intanto il cane siamangia  si mangia tutte le salsicce e ha detto urra il bambino ha preso il palloncino ma pera il cane gli
extracted/M_32_18/10-m_32_18.wav,831788,  basta finito
extracted/M_58_17/1-m_58_17.wav,783404,  lora c' era una volta un cane giocherellone che vide un topo e cerca di acchiapparlo
extracted/M_27_18/14-m_27_18.wav,778796,  ra poi c' a il cane che nota ilsa  il sacchetto di salsicce e voleva mangiare le salsicce e allora lo prende ele  e se le
extracted/Y_26_19/03-y_26_19.wav,513836,   cane con un balzo cerca di prendere il topo solo che sbatta contro l' albero e si fece male
extracted/Y_4_19/02-y_4_19.wav,963116,   cane con un salto lovolaprendere  lovuole  lo voleva prendere
extracted/M_17_18/07-m_17_18.wav,762668,  ntre ilbam  che il bambino voleva riprendersi il palloncino il cane vide delle salcicce che il bambino lascia nella busta e il
extracted/M_15_17/06-m_15_17.wav,619820,   bambino si a spaventato e ha fatto volare via il palloncino
extracted/Y_9_19/5-y_9_19.wav,852524,   bambino l' aveva visto e il palloncino gli a volato nell' albero e voleva riprenderlo
extracted/Y_9_18/7-y_9_18.wav,921644,  i il cane vede le salsicce e il bambino guarda il suo palloncino
extracted/M_18_18/4-m_18_18.wav,1129004,  i ilcanefeceno  il bambino fece un salto per riprenderlo e poi prese in mano il palloncino ma nonc'a  non ha visto alle
